#,X(I),Y(X),Y'(X),Y1(X),Y1'(X),Y2(X),Y2'(X),Y3(X),Y3'(X),
Model,"I-1","Integral(5.60000000,5.30000000)","","","","Integral(3.95000000,3.60000000)","","Integral(0.90286037,0.76790933)","",
233,232.00000000,242.24538913,0.00000000,0.00000000,0.00000000,168.85309923,0.00000000,18.59266596,0.00000000,
234,233.00000000,241.43808221,0.00000000,0.00000000,0.00000000,167.89695212,0.00000000,17.97778411,0.00000000,
235,234.00000000,241.70319044,0.00000000,0.00000000,0.00000000,168.86048821,0.00000000,19.50875934,0.00000000,
236,235.00000000,242.72562435,0.00000000,0.00000000,0.00000000,169.26958441,0.00000000,18.19776566,0.00000000,
237,236.00000000,242.62264524,0.00000000,0.00000000,0.00000000,169.25607532,0.00000000,18.48766979,0.00000000,
238,237.00000000,242.70537406,0.00000000,0.00000000,0.00000000,169.36127448,0.00000000,18.33006023,0.00000000,
239,238.00000000,242.05344228,0.00000000,0.00000000,0.00000000,168.85848780,0.00000000,17.73954756,0.00000000,
240,239.00000000,241.48432088,0.00000000,0.00000000,0.00000000,168.63312193,0.00000000,17.91484720,0.00000000,
241,240.00000000,241.41311146,0.00000000,0.00000000,0.00000000,168.49437058,0.00000000,19.21805189,0.00000000,
242,241.00000000,241.79105661,0.00000000,0.00000000,0.00000000,168.77080132,0.00000000,18.13253665,0.00000000,
243,242.00000000,239.95237075,0.00000000,0.00000000,0.00000000,167.83803040,0.00000000,18.68810670,0.00000000,
244,243.00000000,241.23687521,0.00000000,0.00000000,0.00000000,168.48085222,0.00000000,18.66637282,0.00000000,
245,244.00000000,241.42803022,0.00000000,0.00000000,0.00000000,168.95146905,0.00000000,19.00062990,0.00000000,
246,245.00000000,240.98952107,0.00000000,0.00000000,0.00000000,168.74261512,0.00000000,18.61178508,0.00000000,
247,246.00000000,240.84040472,0.00000000,0.00000000,0.00000000,168.71747120,0.00000000,18.99986925,0.00000000,
248,247.00000000,240.94672780,0.00000000,0.00000000,0.00000000,168.01680199,0.00000000,18.00754343,0.00000000,
249,248.00000000,240.38869283,0.00000000,0.00000000,0.00000000,168.54022409,0.00000000,18.90558662,0.00000000,
250,249.00000000,241.36470784,0.00000000,0.00000000,0.00000000,168.10135546,0.00000000,18.23522422,0.00000000,
251,250.00000000,240.42078058,0.00000000,0.00000000,0.00000000,168.23761577,0.00000000,18.93571921,0.00000000,
252,251.00000000,239.61798078,0.00000000,0.00000000,0.00000000,167.89807296,0.00000000,19.11961205,0.00000000,
253,252.00000000,240.23708250,0.00000000,0.00000000,0.00000000,168.49263403,0.00000000,19.70905155,0.00000000,
254,253.00000000,240.56057739,0.00000000,0.00000000,0.00000000,168.26179300,0.00000000,18.83980186,0.00000000,
255,254.00000000,239.86192066,0.00000000,0.00000000,0.00000000,167.50657316,0.00000000,18.57307498,0.00000000,
256,255.00000000,240.02583397,0.00000000,0.00000000,0.00000000,167.96990211,0.00000000,19.23177707,0.00000000,
257,256.00000000,240.07010820,0.00000000,0.00000000,0.00000000,167.62250940,0.00000000,19.17614694,0.00000000,
258,257.00000000,240.23151659,0.00000000,0.00000000,0.00000000,167.79319949,0.00000000,18.52923691,0.00000000,
259,258.00000000,240.01861772,0.00000000,0.00000000,0.00000000,167.54951609,0.00000000,18.54766687,0.00000000,
260,259.00000000,239.45950993,0.00000000,0.00000000,0.00000000,167.83348312,0.00000000,19.13723308,0.00000000,
261,260.00000000,239.83902074,0.00000000,0.00000000,0.00000000,167.79668996,0.00000000,19.13291155,0.00000000,
262,261.00000000,239.44238918,0.00000000,0.00000000,0.00000000,167.78680069,0.00000000,19.67222700,0.00000000,
263,262.00000000,239.59991346,0.00000000,0.00000000,0.00000000,167.67152663,0.00000000,19.07739614,0.00000000,
264,263.00000000,239.41464030,0.00000000,0.00000000,0.00000000,168.21181734,0.00000000,19.83430037,0.00000000,
265,264.00000000,239.51666733,0.00000000,0.00000000,0.00000000,167.72941169,0.00000000,19.19490557,0.00000000,
266,265.00000000,238.66236246,0.00000000,0.00000000,0.00000000,166.69052725,0.00000000,18.60723606,0.00000000,
267,266.00000000,238.26516004,0.00000000,0.00000000,0.00000000,167.33603900,0.00000000,20.07479506,0.00000000,
268,267.00000000,239.21409329,0.00000000,0.00000000,0.00000000,167.76606142,0.00000000,18.44449851,0.00000000,
269,268.00000000,238.50330732,0.00000000,0.00000000,0.00000000,167.25792225,0.00000000,19.59089604,0.00000000,
270,269.00000000,239.13482868,0.00000000,0.00000000,0.00000000,167.41567902,0.00000000,19.25077854,0.00000000,
271,270.00000000,238.66017996,0.00000000,0.00000000,0.00000000,167.21270117,0.00000000,19.07200068,0.00000000,
272,271.00000000,238.00649199,0.00000000,0.00000000,0.00000000,167.24627630,0.00000000,19.28474513,0.00000000,
273,272.00000000,238.61176114,0.00000000,0.00000000,0.00000000,167.32528961,0.00000000,19.51587731,0.00000000,
274,273.00000000,238.17051353,0.00000000,0.00000000,0.00000000,167.56423819,0.00000000,20.18214270,0.00000000,
275,274.00000000,237.53698018,0.00000000,0.00000000,0.00000000,166.82204866,0.00000000,20.35149400,0.00000000,
276,275.00000000,238.40907795,0.00000000,0.00000000,0.00000000,167.09454587,0.00000000,19.30282917,0.00000000,
277,276.00000000,237.91480462,0.00000000,0.00000000,0.00000000,166.65139122,0.00000000,18.74819277,0.00000000,
278,277.00000000,238.63131237,0.00000000,0.00000000,0.00000000,166.97717535,0.00000000,19.37832094,0.00000000,
279,278.00000000,237.08371508,0.00000000,0.00000000,0.00000000,165.98855448,0.00000000,19.22279854,0.00000000,
280,279.00000000,238.23847892,0.00000000,0.00000000,0.00000000,166.82279956,0.00000000,20.01957464,0.00000000,
281,280.00000000,237.50774274,0.00000000,0.00000000,0.00000000,166.74923234,0.00000000,20.17497749,0.00000000,
282,281.00000000,237.45715541,0.00000000,0.00000000,0.00000000,166.78430561,0.00000000,20.56510536,0.00000000,
283,282.00000000,237.70139631,0.00000000,0.00000000,0.00000000,166.59419172,0.00000000,20.08314692,0.00000000,
284,283.00000000,237.54687769,0.00000000,0.00000000,0.00000000,167.29981300,0.00000000,20.42148927,0.00000000,
285,284.00000000,236.36963243,0.00000000,0.00000000,0.00000000,166.42425040,0.00000000,20.44962834,0.00000000,
286,285.00000000,236.01696796,0.00000000,0.00000000,0.00000000,165.66978804,0.00000000,18.45217356,0.00000000,
287,286.00000000,236.28055854,0.00000000,0.00000000,0.00000000,166.27155914,0.00000000,18.50716111,0.00000000,
288,287.00000000,235.95791491,0.00000000,0.00000000,0.00000000,166.10133382,0.00000000,19.35273545,0.00000000,
289,288.00000000,236.61185563,0.00000000,0.00000000,0.00000000,166.56605603,0.00000000,19.44092976,0.00000000,
290,289.00000000,236.35875990,0.00000000,0.00000000,0.00000000,166.58387516,0.00000000,19.25317252,0.00000000,
291,290.00000000,236.61981949,0.00000000,0.00000000,0.00000000,166.55052217,0.00000000,19.29903548,0.00000000,
292,291.00000000,235.25858175,0.00000000,0.00000000,0.00000000,165.62407603,0.00000000,19.48765195,0.00000000,
293,292.00000000,235.17887478,0.00000000,0.00000000,0.00000000,165.55042420,0.00000000,19.63069454,0.00000000,
294,293.00000000,237.04285415,0.00000000,0.00000000,0.00000000,167.65289580,0.00000000,20.39222216,0.00000000,
295,294.00000000,236.17229744,0.00000000,0.00000000,0.00000000,167.15065663,0.00000000,19.54203078,0.00000000,
296,295.00000000,234.38970587,0.00000000,0.00000000,0.00000000,164.65620984,0.00000000,18.88653750,0.00000000,
297,296.00000000,235.54922749,0.00000000,0.00000000,0.00000000,166.24664954,0.00000000,19.50694302,0.00000000,
298,297.00000000,235.26852356,0.00000000,0.00000000,0.00000000,165.72702635,0.00000000,19.45567425,0.00000000,
299,298.00000000,235.18827703,0.00000000,0.00000000,0.00000000,166.58111835,0.00000000,20.56228996,0.00000000,
300,299.00000000,233.59934427,0.00000000,0.00000000,0.00000000,164.32448987,0.00000000,19.47256874,0.00000000,
301,300.00000000,234.43279578,0.00000000,0.00000000,0.00000000,165.59158569,0.00000000,20.58628290,0.00000000,
302,301.00000000,234.74632639,0.00000000,0.00000000,0.00000000,165.47573010,0.00000000,20.39722522,0.00000000,
303,302.00000000,233.57323062,0.00000000,0.00000000,0.00000000,164.61935530,0.00000000,19.31923380,0.00000000,
304,303.00000000,234.20194759,0.00000000,0.00000000,0.00000000,165.61132340,0.00000000,19.36921460,0.00000000,
305,304.00000000,233.54529593,0.00000000,0.00000000,0.00000000,164.16957827,0.00000000,18.97083282,0.00000000,
306,305.00000000,234.50621240,0.00000000,0.00000000,0.00000000,164.98679137,0.00000000,19.66777109,0.00000000,
307,306.00000000,234.13388240,0.00000000,0.00000000,0.00000000,165.46541967,0.00000000,20.56907891,0.00000000,
308,307.00000000,234.05005002,0.00000000,0.00000000,0.00000000,165.26570522,0.00000000,20.23175334,0.00000000,
309,308.00000000,233.89844135,0.00000000,0.00000000,0.00000000,164.78746835,0.00000000,19.85872304,0.00000000,
310,309.00000000,235.15974328,0.00000000,0.00000000,0.00000000,166.37867924,0.00000000,20.55280703,0.00000000,
311,310.00000000,234.06776254,0.00000000,0.00000000,0.00000000,164.87523538,0.00000000,19.10268409,0.00000000,
312,311.00000000,233.42852247,0.00000000,0.00000000,0.00000000,164.53557136,0.00000000,19.69352321,0.00000000,
313,312.00000000,233.41483252,0.00000000,0.00000000,0.00000000,165.29235019,0.00000000,19.80086352,0.00000000,
314,313.00000000,233.48012308,0.00000000,0.00000000,0.00000000,165.46295850,0.00000000,20.91441432,0.00000000,
315,314.00000000,233.28724770,0.00000000,0.00000000,0.00000000,164.91685069,0.00000000,20.29083931,0.00000000,
316,315.00000000,233.28909359,0.00000000,0.00000000,0.00000000,164.74028867,0.00000000,20.43324526,0.00000000,
317,316.00000000,233.12165138,0.00000000,0.00000000,0.00000000,164.82021996,0.00000000,20.35673397,0.00000000,
318,317.00000000,233.08301714,0.00000000,0.00000000,0.00000000,164.57009376,0.00000000,20.23255188,0.00000000,
319,318.00000000,233.87079957,0.00000000,0.00000000,0.00000000,165.53655193,0.00000000,20.57627005,0.00000000,
320,319.00000000,232.78284675,0.00000000,0.00000000,0.00000000,164.60885655,0.00000000,20.37446718,0.00000000,
321,320.00000000,232.06392297,0.00000000,0.00000000,0.00000000,164.62789185,0.00000000,20.62079067,0.00000000,
322,321.00000000,233.34779719,0.00000000,0.00000000,0.00000000,165.03379426,0.00000000,20.09264154,0.00000000,
323,322.00000000,231.97775224,0.00000000,0.00000000,0.00000000,164.06174578,0.00000000,20.70012199,0.00000000,
324,323.00000000,232.11496464,0.00000000,0.00000000,0.00000000,164.14828705,0.00000000,19.97222045,0.00000000,
325,324.00000000,232.72559786,0.00000000,0.00000000,0.00000000,164.61557491,0.00000000,20.30974004,0.00000000,
326,325.00000000,233.05794722,0.00000000,0.00000000,0.00000000,165.51599791,0.00000000,21.45321459,0.00000000,
327,326.00000000,232.12462610,0.00000000,0.00000000,0.00000000,164.33088051,0.00000000,20.62723165,0.00000000,
328,327.00000000,231.34296331,0.00000000,0.00000000,0.00000000,163.57371696,0.00000000,21.01027258,0.00000000,
329,328.00000000,230.54834610,0.00000000,0.00000000,0.00000000,162.74140286,0.00000000,21.04758938,0.00000000,
330,329.00000000,231.13670664,0.00000000,0.00000000,0.00000000,163.36708603,0.00000000,20.44476469,0.00000000,
331,330.00000000,231.96517033,0.00000000,0.00000000,0.00000000,164.82098935,0.00000000,21.30705489,0.00000000,
332,331.00000000,230.90662447,0.00000000,0.00000000,0.00000000,163.91776991,0.00000000,21.43888380,0.00000000,
333,332.00000000,230.36404337,0.00000000,0.00000000,0.00000000,163.13467450,0.00000000,21.09557007,0.00000000,
334,333.00000000,231.81584472,0.00000000,0.00000000,0.00000000,164.03535238,0.00000000,20.64235650,0.00000000,
335,334.00000000,232.41487352,0.00000000,0.00000000,0.00000000,165.19271880,0.00000000,21.67672912,0.00000000,
336,335.00000000,230.96891317,0.00000000,0.00000000,0.00000000,163.30699963,0.00000000,20.72830271,0.00000000,
337,336.00000000,231.47543359,0.00000000,0.00000000,0.00000000,163.59171330,0.00000000,20.76811111,0.00000000,
338,337.00000000,230.99765643,0.00000000,0.00000000,0.00000000,163.48567799,0.00000000,21.30267923,0.00000000,
339,338.00000000,230.77639302,0.00000000,0.00000000,0.00000000,163.44285652,0.00000000,20.67493673,0.00000000,
340,339.00000000,230.14959117,0.00000000,0.00000000,0.00000000,163.36304701,0.00000000,21.96491611,0.00000000,
341,340.00000000,230.11538412,0.00000000,0.00000000,0.00000000,163.18453750,0.00000000,21.56981623,0.00000000,
342,341.00000000,230.65355175,0.00000000,0.00000000,0.00000000,163.82255946,0.00000000,21.46570732,0.00000000,
343,342.00000000,229.07261944,0.00000000,0.00000000,0.00000000,162.74496273,0.00000000,21.75917018,0.00000000,
344,343.00000000,230.39254544,0.00000000,0.00000000,0.00000000,163.68222118,0.00000000,21.11520880,0.00000000,
345,344.00000000,229.73192415,0.00000000,0.00000000,0.00000000,163.06504745,0.00000000,21.25169655,0.00000000,
346,345.00000000,230.06895217,0.00000000,0.00000000,0.00000000,162.85326409,0.00000000,20.70261959,0.00000000,
347,346.00000000,229.64156461,0.00000000,0.00000000,0.00000000,163.08507514,0.00000000,22.10303895,0.00000000,
348,347.00000000,229.71286675,0.00000000,0.00000000,0.00000000,163.00877878,0.00000000,20.78770710,0.00000000,
349,348.00000000,228.81320435,0.00000000,0.00000000,0.00000000,162.21762448,0.00000000,22.34204078,0.00000000,
350,349.00000000,230.67590021,0.00000000,0.00000000,0.00000000,163.34094220,0.00000000,21.55849067,0.00000000,
351,350.00000000,229.86781596,0.00000000,0.00000000,0.00000000,163.14622642,0.00000000,21.32828136,0.00000000,
352,351.00000000,228.96355126,0.00000000,0.00000000,0.00000000,162.46525881,0.00000000,21.67304042,0.00000000,
353,352.00000000,229.29708251,0.00000000,0.00000000,0.00000000,163.21536380,0.00000000,22.28026070,0.00000000,
354,353.00000000,230.30494318,0.00000000,0.00000000,0.00000000,164.04744984,0.00000000,21.89511291,0.00000000,
355,354.00000000,228.54010394,0.00000000,0.00000000,0.00000000,162.42671885,0.00000000,22.22100176,0.00000000,
356,355.00000000,228.36901511,0.00000000,0.00000000,0.00000000,162.26090859,0.00000000,21.38357869,0.00000000,
357,356.00000000,228.49202777,0.00000000,0.00000000,0.00000000,162.50485644,0.00000000,22.15940421,0.00000000,
358,357.00000000,226.96305700,0.00000000,0.00000000,0.00000000,161.26539047,0.00000000,22.34357802,0.00000000,
359,358.00000000,229.01280951,0.00000000,0.00000000,0.00000000,163.42902520,0.00000000,22.23310573,0.00000000,
360,359.00000000,227.59134004,0.00000000,0.00000000,0.00000000,162.56287616,0.00000000,22.92839563,0.00000000,
361,360.00000000,228.10978798,0.00000000,0.00000000,0.00000000,162.48617898,0.00000000,22.60058066,0.00000000,
362,361.00000000,229.19520988,0.00000000,0.00000000,0.00000000,163.58055881,0.00000000,22.24633558,0.00000000,
363,362.00000000,228.26980456,0.00000000,0.00000000,0.00000000,162.43879119,0.00000000,22.93474446,0.00000000,
364,363.00000000,227.77331487,0.00000000,0.00000000,0.00000000,162.28832243,0.00000000,21.53170052,0.00000000,
365,364.00000000,227.39411954,0.00000000,0.00000000,0.00000000,161.25802381,0.00000000,21.90747820,0.00000000,
366,365.00000000,227.61820371,0.00000000,0.00000000,0.00000000,162.59008758,0.00000000,22.63067261,0.00000000,
367,366.00000000,226.65370431,0.00000000,0.00000000,0.00000000,161.48817647,0.00000000,22.21274482,0.00000000,
368,367.00000000,226.10647660,0.00000000,0.00000000,0.00000000,160.81054700,0.00000000,22.42490474,0.00000000,
369,368.00000000,226.26647510,0.00000000,0.00000000,0.00000000,162.29603230,0.00000000,23.97141249,0.00000000,
370,369.00000000,226.98844420,0.00000000,0.00000000,0.00000000,161.76252409,0.00000000,22.76233408,0.00000000,
371,370.00000000,227.82025808,0.00000000,0.00000000,0.00000000,162.05373909,0.00000000,21.88807653,0.00000000,
372,371.00000000,227.62618962,0.00000000,0.00000000,0.00000000,162.19024231,0.00000000,22.97593101,0.00000000,
373,372.00000000,226.25433926,0.00000000,0.00000000,0.00000000,161.68850022,0.00000000,23.66070591,0.00000000,
374,373.00000000,226.24700056,0.00000000,0.00000000,0.00000000,162.61589791,0.00000000,23.75894338,0.00000000,
375,374.00000000,225.93905942,0.00000000,0.00000000,0.00000000,162.35918209,0.00000000,23.97463038,0.00000000,
376,375.00000000,225.62741872,0.00000000,0.00000000,0.00000000,160.96510824,0.00000000,22.55410806,0.00000000,
377,376.00000000,225.80629032,0.00000000,0.00000000,0.00000000,160.81156494,0.00000000,22.73944883,0.00000000,
378,377.00000000,225.57270860,0.00000000,0.00000000,0.00000000,162.23570890,0.00000000,24.63492179,0.00000000,
379,378.00000000,226.62864790,0.00000000,0.00000000,0.00000000,162.23547169,0.00000000,23.11828231,0.00000000,
380,379.00000000,226.18078205,0.00000000,0.00000000,0.00000000,162.16861205,0.00000000,23.15379596,0.00000000,
381,380.00000000,225.43923335,0.00000000,0.00000000,0.00000000,161.43147167,0.00000000,23.45920429,0.00000000,
382,381.00000000,223.49294314,0.00000000,0.00000000,0.00000000,159.40453990,0.00000000,22.40097805,0.00000000,
383,382.00000000,224.51691500,0.00000000,0.00000000,0.00000000,160.37695840,0.00000000,22.64349595,0.00000000,
384,383.00000000,223.90694722,0.00000000,0.00000000,0.00000000,160.42646821,0.00000000,23.21289278,0.00000000,
385,384.00000000,224.20732501,0.00000000,0.00000000,0.00000000,159.52716019,0.00000000,23.19153711,0.00000000,
386,385.00000000,224.46124870,0.00000000,0.00000000,0.00000000,159.88636649,0.00000000,22.21463219,0.00000000,
387,386.00000000,225.41420208,0.00000000,0.00000000,0.00000000,161.43886941,0.00000000,23.48813332,0.00000000,
388,387.00000000,223.86107686,0.00000000,0.00000000,0.00000000,160.30135197,0.00000000,23.40501184,0.00000000,
389,388.00000000,223.67403034,0.00000000,0.00000000,0.00000000,159.82095633,0.00000000,23.15896721,0.00000000,
390,389.00000000,224.13303730,0.00000000,0.00000000,0.00000000,160.46621648,0.00000000,24.17019253,0.00000000,
391,390.00000000,223.58180408,0.00000000,0.00000000,0.00000000,159.87668116,0.00000000,23.31029015,0.00000000,
392,391.00000000,222.61650244,0.00000000,0.00000000,0.00000000,159.30076036,0.00000000,22.99094529,0.00000000,
393,392.00000000,223.85800767,0.00000000,0.00000000,0.00000000,160.25344473,0.00000000,23.85774502,0.00000000,
394,393.00000000,224.90766680,0.00000000,0.00000000,0.00000000,161.09231950,0.00000000,23.36728367,0.00000000,
395,394.00000000,223.81333375,0.00000000,0.00000000,0.00000000,160.31934445,0.00000000,23.68150772,0.00000000,
396,395.00000000,222.02943522,0.00000000,0.00000000,0.00000000,159.09698355,0.00000000,23.60586085,0.00000000,
397,396.00000000,222.41650743,0.00000000,0.00000000,0.00000000,159.54939098,0.00000000,24.23225056,0.00000000,
398,397.00000000,221.48796213,0.00000000,0.00000000,0.00000000,158.62410352,0.00000000,23.77669139,0.00000000,
399,398.00000000,222.68671116,0.00000000,0.00000000,0.00000000,159.57840201,0.00000000,24.53559953,0.00000000,
400,399.00000000,223.39613009,0.00000000,0.00000000,0.00000000,160.56412224,0.00000000,24.50905927,0.00000000,
401,400.00000000,222.26714532,0.00000000,0.00000000,0.00000000,159.28418360,0.00000000,24.75521940,0.00000000,
402,401.00000000,222.53998930,0.00000000,0.00000000,0.00000000,159.77615179,0.00000000,24.37365407,0.00000000,
403,402.00000000,223.10647120,0.00000000,0.00000000,0.00000000,160.22734754,0.00000000,24.25011261,0.00000000,
404,403.00000000,222.25937476,0.00000000,0.00000000,0.00000000,159.51743646,0.00000000,24.25137307,0.00000000,
405,404.00000000,221.37908566,0.00000000,0.00000000,0.00000000,158.94299181,0.00000000,24.81897540,0.00000000,
406,405.00000000,221.02234832,0.00000000,0.00000000,0.00000000,158.68226728,0.00000000,24.60460165,0.00000000,
407,406.00000000,220.94310599,0.00000000,0.00000000,0.00000000,158.81992737,0.00000000,24.73976118,0.00000000,
408,407.00000000,220.27394812,0.00000000,0.00000000,0.00000000,158.85177227,0.00000000,24.85752936,0.00000000,
409,408.00000000,221.89646445,0.00000000,0.00000000,0.00000000,159.12882520,0.00000000,24.15776906,0.00000000,
410,409.00000000,221.54073623,0.00000000,0.00000000,0.00000000,159.48069718,0.00000000,24.19896911,0.00000000,
411,410.00000000,220.28198736,0.00000000,0.00000000,0.00000000,158.64149043,0.00000000,25.15625808,0.00000000,
412,411.00000000,219.97674038,0.00000000,0.00000000,0.00000000,158.91235852,0.00000000,24.85150665,0.00000000,
413,412.00000000,220.19068368,0.00000000,0.00000000,0.00000000,157.99633021,0.00000000,24.25542689,0.00000000,
414,413.00000000,220.85938848,0.00000000,0.00000000,0.00000000,159.41815957,0.00000000,25.67454365,0.00000000,
415,414.00000000,220.18316715,0.00000000,0.00000000,0.00000000,158.90381804,0.00000000,24.89140763,0.00000000,
416,415.00000000,218.74056382,0.00000000,0.00000000,0.00000000,157.34164837,0.00000000,25.06773695,0.00000000,
417,416.00000000,218.53273183,0.00000000,0.00000000,0.00000000,157.39472067,0.00000000,24.95294839,0.00000000,
418,417.00000000,217.90488739,0.00000000,0.00000000,0.00000000,156.41978733,0.00000000,23.81213648,0.00000000,
419,418.00000000,219.28973349,0.00000000,0.00000000,0.00000000,158.01408632,0.00000000,24.81701846,0.00000000,
420,419.00000000,217.36188485,0.00000000,0.00000000,0.00000000,156.55548339,0.00000000,24.57983208,0.00000000,
421,420.00000000,219.96086473,0.00000000,0.00000000,0.00000000,158.64000579,0.00000000,25.06730096,0.00000000,
422,421.00000000,217.37627341,0.00000000,0.00000000,0.00000000,156.17616571,0.00000000,25.28874678,0.00000000,
423,422.00000000,217.79558725,0.00000000,0.00000000,0.00000000,157.03958079,0.00000000,24.73524898,0.00000000,
424,423.00000000,217.98342098,0.00000000,0.00000000,0.00000000,157.56538885,0.00000000,26.59933866,0.00000000,
425,424.00000000,218.48614121,0.00000000,0.00000000,0.00000000,157.53881877,0.00000000,25.51233664,0.00000000,
426,425.00000000,217.18779830,0.00000000,0.00000000,0.00000000,156.58835500,0.00000000,25.67687851,0.00000000,
427,426.00000000,217.24244594,0.00000000,0.00000000,0.00000000,156.72022379,0.00000000,25.74870886,0.00000000,
428,427.00000000,217.74755032,0.00000000,0.00000000,0.00000000,157.43026418,0.00000000,25.78961665,0.00000000,
429,428.00000000,217.93016938,0.00000000,0.00000000,0.00000000,157.19697466,0.00000000,25.46810263,0.00000000,
430,429.00000000,217.34212349,0.00000000,0.00000000,0.00000000,157.22134147,0.00000000,25.32273985,0.00000000,
431,430.00000000,216.17227356,0.00000000,0.00000000,0.00000000,156.38526654,0.00000000,26.13841497,0.00000000,
432,431.00000000,217.38887501,0.00000000,0.00000000,0.00000000,157.70346347,0.00000000,26.30894903,0.00000000,
433,432.00000000,216.01656764,0.00000000,0.00000000,0.00000000,156.24580288,0.00000000,26.26575220,0.00000000,
434,433.00000000,216.25180089,0.00000000,0.00000000,0.00000000,157.03193984,0.00000000,25.78725263,0.00000000,
435,434.00000000,215.55165274,0.00000000,0.00000000,0.00000000,156.25453251,0.00000000,26.46259555,0.00000000,
436,435.00000000,214.67504997,0.00000000,0.00000000,0.00000000,155.90113901,0.00000000,26.17626324,0.00000000,
437,436.00000000,215.15364337,0.00000000,0.00000000,0.00000000,156.34879884,0.00000000,26.58889486,0.00000000,
438,437.00000000,214.54789992,0.00000000,0.00000000,0.00000000,155.41775918,0.00000000,26.04848133,0.00000000,
439,438.00000000,214.19646241,0.00000000,0.00000000,0.00000000,155.12502334,0.00000000,26.38963683,0.00000000,
440,439.00000000,214.43619601,0.00000000,0.00000000,0.00000000,155.81529518,0.00000000,26.54554802,0.00000000,
441,440.00000000,215.29466552,0.00000000,0.00000000,0.00000000,156.49609117,0.00000000,27.38468930,0.00000000,
442,441.00000000,215.71169765,0.00000000,0.00000000,0.00000000,156.60111286,0.00000000,26.61577265,0.00000000,
443,442.00000000,214.48919953,0.00000000,0.00000000,0.00000000,155.85732745,0.00000000,26.14396907,0.00000000,
444,443.00000000,214.67223949,0.00000000,0.00000000,0.00000000,156.48235417,0.00000000,26.89907480,0.00000000,
445,444.00000000,214.48147665,0.00000000,0.00000000,0.00000000,155.75601643,0.00000000,26.04906476,0.00000000,
446,445.00000000,213.00376506,0.00000000,0.00000000,0.00000000,154.92018074,0.00000000,26.85413162,0.00000000,
447,446.00000000,212.81545734,0.00000000,0.00000000,0.00000000,155.26102030,0.00000000,27.34560071,0.00000000,
448,447.00000000,212.76544707,0.00000000,0.00000000,0.00000000,154.58099260,0.00000000,26.57915884,0.00000000,
449,448.00000000,212.26183802,0.00000000,0.00000000,0.00000000,154.83393708,0.00000000,27.61552484,0.00000000,
450,449.00000000,212.42628207,0.00000000,0.00000000,0.00000000,154.87595950,0.00000000,27.41170843,0.00000000,
451,450.00000000,212.82080810,0.00000000,0.00000000,0.00000000,156.26706254,0.00000000,27.95169700,0.00000000,
452,451.00000000,211.40613530,0.00000000,0.00000000,0.00000000,153.81245783,0.00000000,26.11470406,0.00000000,
453,452.00000000,212.73657717,0.00000000,0.00000000,0.00000000,155.66894451,0.00000000,27.85045501,0.00000000,
454,453.00000000,210.91338319,0.00000000,0.00000000,0.00000000,153.71575503,0.00000000,27.40519511,0.00000000,
455,454.00000000,211.30190782,0.00000000,0.00000000,0.00000000,155.15605424,0.00000000,28.76911762,0.00000000,
456,455.00000000,210.25629018,0.00000000,0.00000000,0.00000000,153.96646339,0.00000000,28.02197118,0.00000000,
457,456.00000000,210.42698551,0.00000000,0.00000000,0.00000000,154.03660157,0.00000000,27.78111707,0.00000000,
458,457.00000000,210.96578548,0.00000000,0.00000000,0.00000000,154.67930120,0.00000000,27.16864134,0.00000000,
459,458.00000000,210.05583305,0.00000000,0.00000000,0.00000000,153.73630761,0.00000000,27.92321990,0.00000000,
460,459.00000000,210.72152787,0.00000000,0.00000000,0.00000000,154.82770854,0.00000000,27.48452955,0.00000000,
461,460.00000000,210.79154462,0.00000000,0.00000000,0.00000000,154.50555391,0.00000000,27.95400002,0.00000000,
462,461.00000000,211.70543603,0.00000000,0.00000000,0.00000000,155.60232295,0.00000000,27.86405993,0.00000000,
463,462.00000000,210.89389221,0.00000000,0.00000000,0.00000000,154.63666503,0.00000000,28.08728966,0.00000000,
464,463.00000000,210.08786819,0.00000000,0.00000000,0.00000000,154.72235257,0.00000000,28.74496883,0.00000000,
465,464.00000000,209.30256805,0.00000000,0.00000000,0.00000000,153.14652610,0.00000000,28.25257075,0.00000000,
466,465.00000000,209.37040089,0.00000000,0.00000000,0.00000000,153.22535268,0.00000000,28.15402369,0.00000000,
467,466.00000000,209.21581879,0.00000000,0.00000000,0.00000000,153.46543245,0.00000000,27.51526525,0.00000000,
468,467.00000000,207.98457852,0.00000000,0.00000000,0.00000000,152.70662160,0.00000000,28.17687416,0.00000000,
469,468.00000000,208.07954810,0.00000000,0.00000000,0.00000000,152.44987347,0.00000000,29.04294118,0.00000000,
470,469.00000000,206.89864443,0.00000000,0.00000000,0.00000000,152.25725225,0.00000000,28.99218855,0.00000000,
471,470.00000000,207.26878129,0.00000000,0.00000000,0.00000000,152.73223835,0.00000000,28.24947064,0.00000000,
472,471.00000000,207.12543706,0.00000000,0.00000000,0.00000000,152.75412648,0.00000000,28.86607723,0.00000000,
473,472.00000000,206.86180644,0.00000000,0.00000000,0.00000000,152.49580722,0.00000000,28.55801682,0.00000000,
474,473.00000000,206.50526122,0.00000000,0.00000000,0.00000000,153.24169868,0.00000000,29.60596644,0.00000000,
475,474.00000000,206.06966902,0.00000000,0.00000000,0.00000000,152.67843015,0.00000000,28.57387006,0.00000000,
